1.86321,1.95608,1.7485
-1.95705,-4.54626,0.861775
-0.611019,-2.9767,1.56549
3.26431,1.48767,3.82109
5.36695,3.94414,4.789
7.15582,6.035,4.80858
11.4696,11.263,0.557711
13.0029,14.5718,-0.730129
13.1541,12.9573,1.0742
8.54498,10.0142,1.81402
3.31525,7.1723,1.4817
-3.93988,-0.218292,1.76937
-4.37698,-2.95411,1.53993
-4.22943,-0.936204,1.48587
-1.46434,6.88211,1.48585
3.23871,13.3974,0.852935
5.11,17.3376,-0.0344434
0.9867,20.9119,1.27852
-1.67547,22.3786,0.064742
-4.32975,22.6621,1.32842
-3.86426,22.6753,1.36377
-4.14977,22.6957,1.2763
-8.3023,28.0875,-1.98908
-8.43557,28.4251,-1.85697
-8.67807,28.4393,-1.87567
-8.69281,28.4388,-1.86806
-6.24479,29.7652,0.412262
-6.09748,29.827,0.576823
-6.52085,29.5052,0.330603
-6.86933,29.1979,-0.0101473
-7.68393,28.6169,-0.899706
-6.55784,29.4886,0.116089
-7.15464,28.9886,-0.950452
-6.51316,29.478,-0.58636
-7.42387,28.6758,-1.56024
-7.64287,28.5909,-2.0583
-7.6989,28.5668,-2.23516
-7.69991,28.5669,-2.25802
-7.70139,28.5671,-2.29101
-7.32241,28.603,-1.27249
-8.08308,28.094,-2.41923
-8.08309,28.0971,-2.55842
-8.08216,28.1042,-2.89292
-8.06779,28.1161,-3.29931
-8.05033,28.129,-3.71769
-8.0875,28.1051,-2.99275
-8.09426,28.0997,-2.81578
-7.99357,28.1557,-4.1822
-7.64336,28.285,-5.54909
-7.252,28.4042,-5.94869
-6.69838,28.5985,-6.83286
-6.20536,28.7949,-8.14471
-7.08903,28.3093,-4.47937
-3.06485,31.6929,2.12954
-3.29044,31.5342,1.8295
-2.31934,32.8396,2.43132
-3.48239,26.7436,1.64828
-1.25023,21.8375,1.58704
-0.312082,18.9511,1.6743
-1.85581,19.8084,1.4243
-2.33033,20.8089,1.46523
-0.959119,21.0118,1.51023
3.62365,19.5191,1.40106
6.96943,20.1605,1.4021
4.41157,26.0887,1.61211
2.84616,27.3173,1.9315
2.38344,26.0899,2.10261
2.46608,26.2324,1.87686
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
2.59776,26.221,1.90315
