0,0.002
0.0677264,0.004
0.0677264,0.006
0.0671757,0.008
0.0660715,0.01
0.0649169,0.012
0.0642222,0.014
0.0640398,0.016
0.0639535,0.018
0.0634952,0.02
0.0625752,0.022
0.0615333,0.024
0.0607946,0.026
0.0604758,0.028
0.0603039,0.03
0.0598961,0.032
0.0591172,0.034
0.0581827,0.036
0.057434,0.038
0.0570178,0.04
0.056768,0.042
0.0563825,0.044
0.0557088,0.046
0.0548712,0.048
0.0541346,0.05
0.0536527,0.052
0.0533365,0.054
0.0529554,0.056
0.0523583,0.058
0.0516046,0.06
0.0508935,0.062
0.0503708,0.064
0.050001,0.066
0.049614,0.068
0.049071,0.07
0.0483881,0.072
0.0477092,0.074
0.0471647,0.076
0.0467538,0.078
0.046356,0.08
0.0458504,0.082
0.0452256,0.084
0.0445816,0.086
0.0440292,0.088
0.0435888,0.09
0.0431788,0.092
0.0426983,0.094
0.0421205,0.096
0.041511,0.098
0.0409605,0.1
0.0405005,0.102
0.0400792,0.104
0.0396155,0.106
0.0390751,0.108
0.038498,0.11
0.037956,0.112
0.0374847,0.114
0.0370543,0.116
0.0366017,0.118
0.0360909,0.12
0.0355433,0.122
0.0350138,0.124
0.034538,0.126
0.0341012,0.128
0.0336563,0.13
0.0331688,0.132
0.0326475,0.134
0.0321328,0.136
0.0316574,0.138
0.0312174,0.14
0.0307783,0.142
0.0303093,0.144
0.0298111,0.146
0.0293121,0.148
0.028841,0.15
0.0284004,0.152
0.0279662,0.154
0.0275124,0.156
0.0270342,0.158
0.0265511,0.16
0.026087,0.162
0.0256482,0.164
0.0252189,0.166
0.0247776,0.168
0.0243169,0.17
0.0238492,0.172
0.023394,0.174
0.0229591,0.176
0.0225349,0.178
0.0221043,0.18
0.0216589,0.182
0.00671211,0.184
-0.0208574,0.186
-0.0565363,0.188
-0.0978233,0.19
-0.144033,0.192
-0.194581,0.194
-0.24896,0.196
-0.306721,0.198
-0.367455,0.2
-0.430782,0.202
-0.495471,0.204
-0.56147,0.206
-0.628684,0.208
-0.696986,0.21
-0.766222,0.212
-0.836214,0.214
-0.906182,0.216
-0.976171,0.218
-1.04617,0.22
-1.11595,0.222
-1.18498,0.224
-1.25345,0.226
-1.32101,0.228
-1.38727,0.23
-1.4519,0.232
-1.51461,0.234
-1.57584,0.236
-1.63531,0.238
-1.69274,0.24
-1.74789,0.242
-1.80052,0.244
-1.85119,0.246
-1.89961,0.248
-1.94557,0.25
-1.98882,0.252
-2.02918,0.254
-2.0672,0.256
-2.10249,0.258
-2.13463,0.26
-2.15701,0.262
-2.16964,0.264
-2.17251,0.266
-2.16561,0.268
-2.14897,0.27
-2.12257,0.272
-2.0929,0.274
-2.0694,0.276
-2.055,0.278
-2.04448,0.28
-2.02931,0.282
-2.00586,0.284
-1.97866,0.286
-1.95579,0.288
-1.94102,0.29
-1.93045,0.292
-1.91645,0.294
-1.89509,0.296
-1.86973,0.298
-1.84758,0.3
-1.83266,0.302
-1.82208,0.304
-1.80905,0.306
-1.78948,0.308
-1.76579,0.31
-1.74441,0.312
-1.72947,0.314
-1.71892,0.316
-1.7067,0.318
-1.68865,0.32
-1.66646,0.322
-1.64586,0.324
-1.631,0.326
-1.6205,0.328
-1.60895,0.33
-1.59221,0.332
-1.57136,0.334
-1.54647,0.336
-1.52219,0.338
-1.5031,0.34
-1.48925,0.342
-1.47617,0.344
-1.4593,0.346
-1.43829,0.348
-1.41709,0.35
-1.40005,0.352
-1.38766,0.354
-1.37624,0.356
-1.36157,0.358
-1.3429,0.36
-1.34779,0.362
-1.37456,0.364
-1.37782,0.366
-1.36066,0.368
-1.32509,0.37
-1.27695,0.372
-1.22003,0.374
-1.15573,0.376
-1.08535,0.378
-1.01005,0.38
-0.930899,0.382
-0.848899,0.384
-0.764977,0.386
-0.679931,0.388
-0.594443,0.39
-0.509105,0.392
-0.424409,0.394
-0.34078,0.396
-0.258571,0.398
-0.178075,0.4
-0.0995319,0.402
-0.0231323,0.404
0.0509758,0.406
0.122679,0.408
0.191887,0.41
0.258527,0.412
0.322507,0.414
0.383757,0.416
0.442234,0.418
0.497897,0.42
0.550728,0.422
0.600722,0.424
0.647887,0.426
0.692241,0.428
0.733807,0.43
0.772614,0.432
0.808693,0.434
0.842078,0.436
0.872804,0.438
0.900909,0.44
0.926429,0.442
0.949489,0.444
0.970115,0.446
0.988336,0.448
1.00418,0.45
1.01768,0.452
1.02886,0.454
1.03775,0.456
1.04439,0.458
1.04879,0.46
1.05099,0.462
1.05101,0.464
1.04896,0.466
1.04546,0.468
1.04112,0.47
1.03633,0.472
1.03132,0.474
1.02621,0.476
1.02103,0.478
1.01582,0.48
1.01057,0.482
1.00531,0.484
1.00003,0.486
0.994755,0.488
0.989478,0.49
0.984211,0.492
0.978958,0.494
0.973724,0.496
0.968513,0.498
0.963325,0.5
0.958162,0.502
0.953025,0.504
0.947913,0.506
0.942829,0.508
0.937772,0.51
0.932743,0.512
0.927743,0.514
0.922772,0.516
0.917831,0.518
0.912921,0.52
0.907997,0.522
0.903072,0.524
0.898167,0.526
0.893301,0.528
0.888485,0.53
0.883721,0.532
0.879011,0.534
0.874354,0.536
0.869747,0.538
0.865187,0.54
0.860674,0.542
0.856203,0.544
0.851773,0.546
0.847382,0.548
0.84314,0.55
0.839036,0.552
0.835028,0.554
0.831077,0.556
0.827158,0.558
0.82326,0.56
0.819375,0.562
0.815502,0.564
0.811638,0.566
0.807784,0.568
0.803938,0.57
0.800103,0.572
0.796275,0.574
0.792456,0.576
0.788611,0.578
0.78475,0.58
0.78089,0.582
0.777047,0.584
0.773228,0.586
0.769437,0.588
0.765674,0.59
0.761939,0.592
0.75823,0.594
0.754545,0.596
0.750883,0.598
0.747243,0.6
0.743624,0.602
0.740023,0.604
0.736441,0.606
0.732876,0.608
0.729328,0.61
0.725794,0.612
0.722275,0.614
0.71877,0.616
0.715277,0.618
0.711798,0.62
0.708329,0.622
0.704872,0.624
0.701426,0.626
0.697989,0.628
0.694562,0.63
0.691146,0.632
0.687738,0.634
0.684338,0.636
0.68092,0.638
0.677493,0.64
0.674072,0.642
0.670668,0.644
0.667286,0.646
0.66393,0.648
0.660603,0.65
0.657302,0.652
0.654026,0.654
0.650771,0.656
0.647536,0.658
0.644318,0.66
0.641119,0.662
0.638039,0.664
0.63507,0.666
0.632177,0.668
0.629325,0.67
