-5.42873,4.98911,-3.93965,5.36749,-6.12445,5.43507,-3.9329,5.37235,
-12.9111,12.9948,-1.16334,5.00778,-16.524,15.8027,-5.49947,6.69585,
-14.8776,14.2294,3.4737,2.80412,-20.1322,18.2633,-8.42993,5.88345,
-13.792,13.8255,4.94269,2.0515,-19.9528,18.2054,-9.43867,5.27713,
-15.9657,16.167,2.55548,4.52274,-19.2689,17.3508,-7.34276,7.7659,
-18.7884,20.296,2.12001,4.88938,-20.5927,19.0932,-8.51006,9.48163,
-21.926,24.1602,1.71836,5.32519,-23.4398,22.2221,-9.94581,11.4772,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
-22.1026,24.0762,0.418271,6.88312,-22.1525,21.123,-9.46977,13.0733,
